job_title,location,company_name,job_desc
DATA SCIENTIST,"Chicago, IL",Big Bright International,"Data Scientist at various unanticipated client locations throughout the US to lead data assessment, modeling and forecast for big size multi-national companies; provide ETL big data integration; utilize Data Stage to populate tables in data warehouse and "
Data Scientist Intern - Meteorology Analytics,"San Ramon, CA 94583",Pacific Gas And Electric Company,"Requisition ID # 39880
Job Category : Administrative / Clerical
Job Level : Individual Contributor
Business Unit: Electric Operations
Job Location : San Ramon
Organization Overview
PG&E’s Meteorology Operations and Analytics team is one of the most impa"
Data Scientist,"Pennington, NJ",Bank of America,The successful Data Scientist Architect will join an enthusiastic team responsible for designing and implementing the bank’s enterprise-wide data science platform by envisioning and executing projects that leverage modern data science and distributed hi
Data Scientist,"Portland, OR",Kinship,"A BIT ABOUT OUR DATA SCIENCE & ANALYTICS TEAM

Kinship's Data Science & Analytics team is core to our strategy. We're using digital, data and customer insights to transform our business by finding answers to problems that we've often never asked ourselves"
Sr Data Scientist,"Redmond, WA",Microsoft,"Sr Data Scientist– Power Platform & Dynamics 365 Insights and AnalyticsBusiness Applications is one of the four key growth areas for Microsoft and our cloud business over the coming years. As a foundational pillar of the company, the Business Applicatio"
Data Scientist,"Menlo Park, CA 94025 (Vintage Oaks area)",Quantifind,"Who You Are
-----------

You are a full-stack data scientist, an experienced quantitative thinker who wants to develop further as both a data scientist and an engineer. You are skilled at finding the precise mathematical kernels of real-world problems and"
Data Scientist / Analyst,"Cromwell, CT 06416",DSM i-Health,Positional Responsibility:  Data Scientist/ AnalystTimeframe:  Estimated 3 - 6 month contract initialActivities and Deliverables: Develop new data sets and analyses required to generate actionable market insights based on business data intelligence or con
"Data Scientist, Financial Markets","Boston, MA",Coin Metrics,"Data ScientistCoin Metrics is a leading provider of crypto asset data for institutions. We deliver transparent and actionable data and analytics to various industry stakeholders including funds and asset managers, custodians, traders and trading venues, r"
Sr. Data Scientist/Machine Learning Engineer,"Miami, FL 33138 (Upper Eastside area)",aikiu,"This role is key to accelerating the growth of aikiú, since its main mission is focused on building a reputation as the main provider of – audience-based business intelligence - in the market.The Data Scientist position is of utmost relevance to aikiú"
Senior Data Scientist,"Fort Lee, NJ 07024",TRANZACT,"How the Position WorksThe Data Scientist reports to the VP of Data Science and Analytics and is responsible for gathering data, conducting analysis, building predictive algorithms and communicating findings to drive profitable growth and performance acros"
Staff Data Scientist,"San Diego, CA 92112",Intuit,Intuit is hiring a Staff Data scientist to focus on our Consumer Tax Group. We are looking for exceptional talent that can improve the bottom lines of our TurboTax offerings.
Principal Data Scientist,"Chevy Chase, MD",GEICO,"GEICO's Data Science team uses predictive analytics and innovative machine learning models to create value from data. We solve problems across GEICO, from Marketing to Claims and Underwriting, and are responsible for developing and driving strategic model"
Jr. Data Scientist,"New York, NY",Iovate Health Sciences International Inc.,"If you are a highly motivated individual with a passion for health & wellness along with a commitment to excellence, we want YOU! Iovate is the maker of the MuscleTech, Six Star and Hydroxycut family of products and the leader in the active nutrition, wei"
Senior Biotech Laboratory Technician/Data Analyst Updated 2/28/2020,"Los Angeles, CA 90034 (Palms area)","Laragen, Inc","Laragen, Inc is a biotech company specializing in genomics services. For more than 20 years, we have served academic institutions and private industrial sectors worldwide.We are currently looking for a senior laboratory technician/data analyst. Main job r"
Senior Data Scientist,"Louisville, KY",Humana,"Description
The Senior Data Scientist uses mathematics, statistics, modeling, business analysis, and technology to transform high volumes of complex data into advanced analytic solutions. The Senior Data Scientist work assignments involve moderately compl"
"Senior Data Scientist, Analytics Platform as a Service","Boston, MA 02109 (Downtown area)",Humana,"Description
The Senior Data Scientist uses mathematics, statistics, modeling, business analysis, and technology to transform high volumes of complex data into advanced analytic solutions. The Senior Data Scientist work assignments involve moderately compl"
Senior Data Scientist,"Chevy Chase, MD",GEICO,"GEICO’s Data Science team uses predictive analytics and innovative machine learning models to create value from data. We solve problems across GEICO, from Marketing to Claims and Underwriting, and are responsible for developing and driving strategic mod"
OCR Data Scientist,"Boston, MA 02199 (Back Bay area)",iQuartic,"ResponsibilitiesThe Senior Data Science Engineer will work closely with the software engineering team and domain experts at IQuartic, leverage OCR and machine learning techniques to develop digitization software for medical record scans.You will bring the"
Data Scientist,"San Jose, CA",Jabil Circuit,"At Jabil, we empower the brands who empower the world – it’s our reason for being and the guiding force that’s driving us to become the most technologically advanced manufacturing solutions provider on the planet. Whether we’re serving one of the "
"Data Scientist (Maplewood, MN)","Maplewood, MN",3M,"At 3M, we apply science in collaborative ways to improve lives. With $33 billion in sales, our 93,000 employees connect with customers all around the world.
3M has a long-standing reputation as a company committed to innovation. We provide the freedom to "
Data Scientist,"Emeryville, CA 94608",ZapLabs LLC,"As a BI/Analytics Developer you will apply your skills and experience in the creation of business intelligence analytics tools on various BI/Analytics platforms(PowerBI, Tableau, Quick sight) for data analysis, dashboarding and reporting of our business d"
Data Scientist,"Boston, MA",BlueConic,"Full-time, Boston, MA

Hurry up! We’ve got a dream to build!

BlueConic is a fast-growing SaaS startup in search of that unique individual who blends a customer service attitude with technical problem solving. If the idea of leading BlueConic’s data s"
Data Scientist,"Menlo Park, CA 94025 (Vintage Oaks area)",Quantifind,"Who You Are
-----------

You are a full-stack data scientist, an experienced quantitative thinker who wants to develop further as both a data scientist and an engineer. You are skilled at finding the precise mathematical kernels of real-world problems and"
Data Scientist - Batteries,"Santa Clara Valley, CA 95014",Apple,"Summary
Posted: Sep 10, 2019
Role Number:200101632
Do you have a passion for invention and self-challenge? Do you thrive on pushing the limits of what’s considered feasible? As part of our Battery Engineering group, you’ll help craft creative battery "
